district,square,price
Московский район,55.0,10180000
Московский район,55.0,10180000
Приморский район,55.0,13400000
Приморский район,55.0,11800000
Приморский район,55.0,11590000
Приморский район,55.0,12950000
Пушкинский район,55.0,7200000
Пушкинский район,55.0,6500000
Приморский район,55.08,11700000
Пушкинский район,55.1,7235000
Пушкинский район,55.1,7610000
Приморский район,55.13,23468000
Пушкинский район,55.2,9750000
Пушкинский район,55.2,8400000
Московский район,55.3,14500000
Приморский район,55.3,12500000
Приморский район,55.4,12300000
Приморский район,55.5,15497000
Приморский район,55.5,11880000
Приморский район,55.5,11600000
Приморский район,55.5,9900000
Пушкинский район,55.5,6500000
Пушкинский район,55.5,7500000
Пушкинский район,55.5,8100000
Московский район,55.6,12800000
Московский район,55.6,9850000
Приморский район,55.6,10500000
Московский район,55.66,10502000
Московский район,55.66,10413000
Московский район,55.7,10200000
Московский район,55.8,13300000
Московский район,55.8,9300000
Приморский район,55.8,14700000
Московский район,55.9,14850000
Приморский район,55.9,10500000
Московский район,56.0,12500000
Московский район,56.0,10900000
Московский район,56.0,23000000
Московский район,56.0,14000000
Приморский район,56.0,9200000
Приморский район,56.0,12700000
Приморский район,56.0,12700000
Приморский район,56.0,16230000
Приморский район,56.0,12440000
Пушкинский район,56.0,10000000
Пушкинский район,56.0,7500000
Московский район,56.02,10509000
Приморский район,56.1,25600000
Приморский район,56.1,14000000
Пушкинский район,56.1,7950000
Московский район,56.2,8200000
Московский район,56.2,10990000
Московский район,56.3,16000000
Приморский район,56.3,13890000
Пушкинский район,56.3,6400000
Приморский район,56.33,12999000
Московский район,56.4,17800000
Пушкинский район,56.5,9000000
Московский район,56.6,13500000
Приморский район,56.6,10000000
Пушкинский район,56.7,8990000
Пушкинский район,56.7,7999000
Приморский район,56.71,10700000
Приморский район,56.8,13500000
Пушкинский район,56.8,8000000
Пушкинский район,56.8,9400000
Московский район,56.9,10600000
Московский район,56.9,10990000
Пушкинский район,56.9,7700000
Московский район,57.0,8799000
Московский район,57.0,14500000
Приморский район,57.0,10800000
Пушкинский район,57.0,7200000
Пушкинский район,57.0,7799000
Московский район,57.1,12990000
Пушкинский район,57.1,8000000
Московский район,57.2,11340000
Московский район,57.2,19970000
Приморский район,57.3,15987000
Приморский район,57.3,11650000
Приморский район,57.4,11300000
Пушкинский район,57.4,8300000
Пушкинский район,57.4,10000000
Приморский район,57.5,10500000
Приморский район,57.5,9500000
Приморский район,57.5,11399000
Московский район,57.52,10359000
Московский район,57.6,10610000
Приморский район,57.6,10500000
Приморский район,57.6,12000000
Приморский район,57.6,13650000
Пушкинский район,57.6,9600000
Московский район,57.7,11600000
Приморский район,57.8,11500000
Московский район,58.0,14450000
Московский район,58.0,10560000
Московский район,58.0,9950000
Московский район,58.0,10520000
Приморский район,58.0,13000000
Приморский район,58.0,10200000
Приморский район,58.2,26500000
Московский район,58.39,13100000
Пушкинский район,58.4,9300000
Московский район,58.44,11153000
Московский район,58.44,11093000
Московский район,58.48,10920000
Московский район,58.48,11181000
Приморский район,58.5,13610000
Приморский район,58.5,14480000
Московский район,58.57,10453000
Московский район,58.7,10210000
Пушкинский район,58.7,8800000
Пушкинский район,58.76,10000000
Московский район,58.84,10261000
Московский район,58.84,10261000
Приморский район,58.89,13950000
Приморский район,58.9,13400000
Московский район,59.0,12900000
Московский район,59.0,17200000
Пушкинский район,59.0,9350000
Пушкинский район,59.07,11000000
Московский район,59.1,13299000
Московский район,59.1,17200000
Московский район,59.1,18990000
Московский район,59.1,10910000
Приморский район,59.25,18610000
Московский район,59.3,12999000
Московский район,59.3,11799000
Московский район,59.43,10562000
Приморский район,59.5,11600000
Московский район,59.6,18275000
Приморский район,59.6,8980000
Пушкинский район,59.6,7649000
Московский район,59.7,14300000
Московский район,59.71,18400000
Московский район,59.71,10376000
Московский район,59.71,10376000
Приморский район,59.9,9850000
Приморский район,59.92,19950000
Московский район,60.0,13500000
Приморский район,60.0,9200000
Приморский район,60.0,14900000
Приморский район,60.0,11650000
Пушкинский район,60.0,8850000
Пушкинский район,60.2,8050000
Пушкинский район,60.2,7800000
Московский район,60.3,13880000
Московский район,60.3,15000000
Московский район,60.4,13650000
Приморский район,60.5,19900000
Приморский район,60.6,16400000
Пушкинский район,60.6,8790000
Пушкинский район,60.7,8800000
Пушкинский район,60.7,8500000
Московский район,60.9,10950000
Московский район,61.0,14100000
Приморский район,61.0,17499000
Приморский район,61.0,11650000
Пушкинский район,61.1,9960000
Пушкинский район,61.1,8100000
Пушкинский район,61.2,8000000
Московский район,61.3,15000000
Приморский район,61.3,8900000
Приморский район,61.4,13700000
Пушкинский район,61.4,8900000
Приморский район,61.8,13200000
Приморский район,61.8,14681000
Приморский район,61.8,14700000
Пушкинский район,61.8,9000000
Приморский район,61.82,15746000
Пушкинский район,61.9,9817000
Пушкинский район,61.9,7500000
Пушкинский район,61.9,9817000
Московский район,62.0,20000000
Приморский район,62.0,15300000
Приморский район,62.0,13200000
Приморский район,62.0,13999000
Пушкинский район,62.0,10900000
Московский район,62.2,11940000
Московский район,62.2,10900000
Московский район,62.24,10562000
Московский район,62.25,11054000
Московский район,62.3,10610000
Приморский район,62.3,10800000
Пушкинский район,62.3,8790000
Приморский район,62.4,18000000
Приморский район,62.4,18000000
Пушкинский район,62.48,9200000
Московский район,62.5,11025000
Московский район,62.6,10960000
Пушкинский район,62.64,9242000
Приморский район,62.7,12800000
Пушкинский район,62.7,7300000
Московский район,62.8,17217000
Московский район,63.0,11200000
Приморский район,63.0,10300000
Приморский район,63.1,15800000
Пушкинский район,63.1,9243000
Московский район,63.15,12637000
Московский район,63.15,12244000
Московский район,63.2,18500000
Приморский район,63.2,11800000
Пушкинский район,63.3,8200000
Пушкинский район,63.4,8940000
Приморский район,63.42,13859000
Приморский район,63.5,15500000
Приморский район,63.5,14050000
Пушкинский район,63.5,10500000
Московский район,63.6,13500000
Московский район,63.6,16700000
Приморский район,63.66,11900000
Пушкинский район,63.7,14970000
Приморский район,63.8,14500000
Московский район,63.88,11911000
Приморский район,63.9,12300000
Пушкинский район,63.9,9810000
Московский район,64.0,14850000
Приморский район,64.0,17000000
Приморский район,64.0,14540000
Пушкинский район,64.0,8400000
Пушкинский район,64.0,16250000
Московский район,64.1,12599000
Приморский район,64.1,12250000
Приморский район,64.1,17850000
Приморский район,64.15,14850000
Московский район,64.2,12000000
Пушкинский район,64.2,8100000
Пушкинский район,64.3,12850000
Московский район,64.4,11230000
Приморский район,64.4,14800000
Московский район,64.5,25000000
Московский район,64.5,10965000
Приморский район,64.5,14750000
Приморский район,64.5,13800000
Пушкинский район,64.5,8249000
Приморский район,64.6,14100000
Приморский район,64.6,17356000
Московский район,64.7,13600000
Московский район,65.0,11200000
Пушкинский район,65.0,9714000
Пушкинский район,65.0,7400000
Московский район,65.2,10500000
Пушкинский район,65.2,9304000
Московский район,65.3,14990000
Московский район,65.3,12540000
Московский район,65.3,12700000
Пушкинский район,65.3,9220000
Московский район,65.5,15500000
Московский район,65.6,11600000
Московский район,65.7,8990000
Московский район,65.8,11110000
Пушкинский район,65.8,13500000
Приморский район,65.9,10550000
Приморский район,65.9,16520000
Московский район,66.0,15900000
Приморский район,66.0,12999000
Пушкинский район,66.0,9500000
Пушкинский район,66.0,12900000
Пушкинский район,66.0,15850000
Пушкинский район,66.0,12900000
Приморский район,66.03,18239000
Пушкинский район,66.1,9700000
Московский район,66.21,24990000
Московский район,66.3,17400000
Московский район,66.4,11500000
Приморский район,66.45,14734000
Приморский район,66.46,14486000
Московский район,67.0,20000000
Приморский район,67.0,16800000
Пушкинский район,67.0,12700000
Пушкинский район,67.0,15900000
Приморский район,67.1,21500000
Московский район,67.3,10599000
Приморский район,67.3,15097000
Пушкинский район,67.3,6500000
Пушкинский район,67.5,8099000
Московский район,67.6,17900000
Приморский район,67.6,20077000
Приморский район,67.6,12300000
Пушкинский район,67.7,12900000
Приморский район,67.9,17000000
Приморский район,67.9,10990000
Московский район,68.0,25000000
Московский район,68.0,17000000
Приморский район,68.0,9500000
Пушкинский район,68.0,8100000
Пушкинский район,68.0,9500000
Приморский район,68.12,17800000
Приморский район,68.2,17350000
Приморский район,68.2,13250000
Пушкинский район,68.2,8500000
Московский район,68.27,15150000
Московский район,68.3,13600000
Московский район,68.3,11170000
Приморский район,68.37,17353000
Московский район,68.4,21500000
Пушкинский район,68.4,8000000
Приморский район,68.5,12200000
Приморский район,68.5,13700000
Приморский район,68.67,18930000
Московский район,68.7,16300000
Московский район,68.85,10757000
Приморский район,68.86,18804000
Московский район,68.9,11180000
Московский район,69.0,15800000
Московский район,69.0,10600000
Московский район,69.0,11090000
Московский район,69.1,13300000
Приморский район,69.4,10500000
Пушкинский район,69.5,10602000
Пушкинский район,69.89,10850000
Московский район,70.0,20900000
Приморский район,70.0,12500000
Пушкинский район,70.0,14990000
Пушкинский район,70.0,10130000
Пушкинский район,70.0,10600000
Пушкинский район,70.2,10130000
Пушкинский район,70.2,8850000
Пушкинский район,70.3,10356000
Пушкинский район,70.3,10130000
Пушкинский район,70.3,10350000
Московский район,70.4,18210000
Московский район,70.41,11929000
Московский район,70.5,12380000
Московский район,70.5,12150000
Приморский район,70.6,10500000
Пушкинский район,70.6,8500000
Приморский район,70.68,18940000
Пушкинский район,70.9,9384000
Московский район,71.0,16990000
Московский район,71.0,12950000
Пушкинский район,71.0,10493000
Пушкинский район,71.0,10356000
Пушкинский район,71.0,9850000
Пушкинский район,71.0,10508000
Пушкинский район,71.0,12000000
Приморский район,71.02,19285000
Пушкинский район,71.1,10508000
Пушкинский район,71.1,10508000
Московский район,71.2,11910000
Приморский район,71.3,13500000
Приморский район,71.3,21990000
Пушкинский район,71.3,9300000
Пушкинский район,71.3,9500000
Приморский район,71.5,15499000
Пушкинский район,71.5,7290000
Пушкинский район,71.5,11988000
Пушкинский район,71.5,9888000
Московский район,71.8,18000000
Приморский район,71.9,12500000
Приморский район,71.9,13000000
Московский район,72.0,12450000
Приморский район,72.0,11500000
Пушкинский район,72.0,14900000
Пушкинский район,72.2,9500000
Пушкинский район,72.3,9890000
Московский район,72.4,14500000
Приморский район,72.4,14400000
Приморский район,72.97,15069000
Московский район,73.0,13900000
Московский район,73.0,14000000
Приморский район,73.0,16000000
Приморский район,73.0,14700000
Московский район,73.3,8200000
Московский район,73.3,8150000
Московский район,73.5,24000000
Приморский район,73.5,11200000
Пушкинский район,73.6,11800000
Московский район,73.8,15000000
Приморский район,74.0,18540000
Приморский район,74.0,12980000
Приморский район,74.0,11500000
Пушкинский район,74.0,14500000
Пушкинский район,74.0,10300000
Приморский район,74.2,11900000
Пушкинский район,74.2,9200000
Приморский район,74.29,19957000
Пушкинский район,74.3,9040000
Московский район,74.4,16990000
Приморский район,74.4,16970000
Пушкинский район,74.4,10490000
Приморский район,74.45,20780000
Московский район,74.5,22880000
Приморский район,74.5,14900000
Приморский район,74.84,16534000
Московский район,75.3,24700000
Приморский район,75.3,16530000
Приморский район,75.6,15300000
Приморский район,75.6,13800000
Московский район,76.0,15900000
Приморский район,76.0,18390000
Приморский район,76.0,12800000
Московский район,76.3,14960000
Приморский район,76.4,12400000
Московский район,76.5,18300000
Московский район,76.8,25500000
Московский район,77.0,14750000
Приморский район,77.0,13500000
Приморский район,77.7,14500000
Пушкинский район,77.8,12700000
Московский район,78.0,14800000
Московский район,78.0,18999000
Пушкинский район,78.0,9950000
Приморский район,78.1,12500000
Пушкинский район,78.1,9300000
Приморский район,78.2,13300000
Пушкинский район,78.2,8800000
Московский район,78.3,38400000
Приморский район,78.3,19200000
Пушкинский район,78.3,9700000
Пушкинский район,78.4,10990000
Пушкинский район,78.7,9300000
Пушкинский район,78.8,11300000
Приморский район,78.87,22288000
Приморский район,78.9,17510000
Приморский район,78.9,19750000
Московский район,79.1,14500000
Пушкинский район,79.1,16000000
Пушкинский район,79.2,11000000
Приморский район,79.3,15000000
Пушкинский район,79.4,12000000
Приморский район,79.5,11500000
Пушкинский район,79.5,16100000
Приморский район,79.6,14800000
Приморский район,79.7,11700000
Приморский район,79.7,19523000
Пушкинский район,79.7,8000000
Пушкинский район,79.7,11600000
Пушкинский район,79.7,10150000
Пушкинский район,79.8,11400000
Пушкинский район,79.8,11600000
Приморский район,79.9,13399000
Пушкинский район,80.0,12000000
Пушкинский район,80.0,12100000
Пушкинский район,80.0,9000000
Московский район,80.2,15200000
Приморский район,80.34,18057000
Московский район,80.4,20990000
Пушкинский район,80.54,12000000
Приморский район,80.8,19770000
Московский район,81.0,21000000
Московский район,81.0,18000000
Приморский район,81.0,19500000
Приморский район,81.0,18000000
Московский район,81.2,27210000
Пушкинский район,81.2,11280000
Пушкинский район,81.4,18700000
Пушкинский район,81.9,11350000
Приморский район,82.0,19999000
Пушкинский район,82.08,16827000
Московский район,82.1,13800000
Пушкинский район,82.7,24900000
Приморский район,83.0,30000000
Приморский район,83.0,17990000
Пушкинский район,83.0,13000000
Московский район,83.4,13345000
Приморский район,83.4,25450000
Московский район,83.6,14500000
Приморский район,83.6,15200000
Приморский район,83.77,19900000
Московский район,83.9,15940000
Московский район,83.9,15960000
Московский район,83.9,17300000
Московский район,83.9,16360000
Московский район,83.9,16380000
Московский район,84.0,33350000
Приморский район,84.0,18580000
Пушкинский район,84.0,9890000
Приморский район,84.3,15200000
Приморский район,84.4,29000000
Пушкинский район,84.6,10900000
Пушкинский район,85.0,10600000
Московский район,85.5,14940000
Приморский район,85.6,19780000
Московский район,85.8,25900000
Пушкинский район,85.8,11861000
Московский район,85.9,16300000
Московский район,86.0,24500000
Приморский район,86.3,23470000
Пушкинский район,86.5,11000000
Пушкинский район,86.6,17753000
Приморский район,86.8,14300000
Приморский район,86.9,14700000
Московский район,87.3,23500000
Пушкинский район,87.6,12552000
Московский район,87.7,15000000
Московский район,88.0,15990000
Приморский район,88.0,22500000
Московский район,88.3,21500000
Московский район,88.3,21500000
Приморский район,88.3,31200000
Пушкинский район,88.7,10500000
Пушкинский район,89.23,12050000
Московский район,89.3,20000000
Пушкинский район,89.3,11488000
Московский район,89.5,12550000
Пушкинский район,89.7,12017000
Пушкинский район,89.7,15800000
Пушкинский район,89.7,12017000
Пушкинский район,89.7,12017000
Московский район,90.0,21000000
Пушкинский район,90.0,13960000
Приморский район,90.06,26748000
Приморский район,90.5,17600000
Пушкинский район,90.5,12047000
Пушкинский район,90.5,12047000
Приморский район,90.7,18900000
Приморский район,90.8,19040000
Приморский район,91.04,22025000
Пушкинский район,91.1,11990000
Пушкинский район,91.1,11990000
Приморский район,91.3,20490000
Московский район,91.5,21500000
Московский район,92.0,26500000
Приморский район,92.2,18900000
Приморский район,92.28,23080000
Приморский район,92.5,23110000
Московский район,92.6,16200000
Московский район,93.0,20300000
Пушкинский район,93.0,14299000
Приморский район,93.18,24068000
Приморский район,93.25,23583000
Приморский район,93.25,23250000
Пушкинский район,93.4,19500000
Московский район,93.7,22950000
Приморский район,94.0,16000000
Московский район,94.5,11585000
Приморский район,94.5,31999000
Приморский район,94.8,15500000
Московский район,95.3,25600000
Приморский район,95.8,14622000
Пушкинский район,96.0,14600000
Пушкинский район,96.9,12962000
Пушкинский район,96.9,13004000
Приморский район,97.0,16999000
Приморский район,97.0,16999000
Пушкинский район,97.6,12981000
Приморский район,98.0,24190000
Приморский район,98.0,32400000
Приморский район,98.0,19960000
Пушкинский район,98.0,18200000
Приморский район,98.5,14237000
Приморский район,98.5,17990000
Приморский район,98.5,14237000
Приморский район,98.6,23950000
Приморский район,98.9,26450000
Московский район,99.13,28480000
Приморский район,99.87,28900000
Приморский район,99.9,28060000
Московский район,100.0,23900000
Московский район,100.0,35780000
Московский район,100.3,20199000
Московский район,100.5,24900000
Приморский район,100.9,17900000
Московский район,101.2,49500000
Пушкинский район,104.0,15300000
Пушкинский район,104.1,12500000
Приморский район,104.4,17990000
Московский район,105.0,20000000
Пушкинский район,105.0,20850000
Приморский район,105.4,14652000
Московский район,105.7,31950000
Приморский район,105.7,29500000
Московский район,105.8,15990000
Московский район,106.0,30300000
Приморский район,106.0,27500000
Приморский район,106.0,27500000
Приморский район,106.41,27007000
Приморский район,106.41,27006000
Приморский район,106.41,27007000
Московский район,106.6,18150000
Московский район,107.0,24000000
Московский район,108.0,23200000
Московский район,109.0,41999000
Пушкинский район,109.2,15399000
Московский район,109.5,46150000
Московский район,109.6,33997000
Приморский район,110.0,16000000
Пушкинский район,110.0,18499000
Приморский район,110.12,22850000
Приморский район,110.4,23000000
Приморский район,110.7,17000000
Приморский район,110.8,23150000
Московский район,111.8,19700000
Приморский район,112.0,25000000
Московский район,113.0,17650000
Приморский район,113.5,26900000
Московский район,114.0,25500000
Приморский район,114.0,23650000
Приморский район,114.0,36900000
Московский район,115.7,17700000
Приморский район,115.7,30100000
Приморский район,115.9,34030000
Московский район,117.0,38000000
Московский район,117.0,33100000
Приморский район,117.26,34290000
Пушкинский район,118.7,13950000
Московский район,119.0,31490000
Пушкинский район,119.1,24900000
Приморский район,120.0,31600000
Приморский район,121.0,29600000
Приморский район,121.0,34000000
Приморский район,123.0,25000000
Приморский район,125.2,24960000
Московский район,125.42,25500000
Московский район,126.5,18300000
Пушкинский район,127.0,20200000
Московский район,129.2,33700000
Приморский район,130.0,29000000
Приморский район,130.0,27100000
Пушкинский район,130.0,19000000
Приморский район,132.4,22500000
Пушкинский район,132.7,27204000
Пушкинский район,134.16,29700000
Приморский район,135.1,45000000
Пушкинский район,135.2,27716000
Приморский район,136.6,28000000
Московский район,140.0,38930000
Московский район,140.0,39354000
Московский район,140.5,37580000
Московский район,140.5,37994000
Московский район,140.5,37120000
Московский район,141.5,36710000
Московский район,141.5,35205000
Московский район,142.0,36840000
Московский район,142.0,37242000
Московский район,142.1,16000000
Пушкинский район,143.2,27900000
Московский район,144.3,38600000
Московский район,145.4,37670000
Московский район,145.4,38085000
Приморский район,145.4,30400000
Московский район,146.4,35750000
Московский район,149.5,40470000
Московский район,150.1,38490000
Московский район,150.2,37750000
Московский район,150.2,39692000
Приморский район,153.5,45000000
Приморский район,154.5,57700000
Московский район,154.8,40000000
Московский район,155.5,39880000
Московский район,155.5,40300000
Московский район,155.5,41926000
Московский район,155.6,42500000
Московский район,156.0,38000000
Московский район,156.5,39330000
Приморский район,157.0,62500000
Московский район,158.1,41950000
Московский район,159.1,40800000
Приморский район,160.0,22000000
Приморский район,160.2,30500000
Московский район,160.6,51400000
Московский район,163.4,41990000
Московский район,164.0,39500000
Московский район,165.0,38500000
Приморский район,166.0,46480000
Приморский район,167.0,65000000
Приморский район,168.0,42000000
Приморский район,174.0,41600000
Приморский район,197.3,25600000
Приморский район,200.0,66000000
Приморский район,222.5,67500000
Приморский район,230.0,79900000
Московский район,237.0,63000000
Московский район,251.0,39600000
Пушкинский район,292.0,35000000
Пушкинский район,345.0,85000000
Московский район,355.5,47500000
Московский район,355.5,60000000
